sentence1	sentence2	label	semantic_similarity	quality_flag
after the death of his father james holman on 4 march 1827 he was elected king in the presence of king george	after the death of his father king george he was elected king in the presence of james holman on 4 march 1827	0	0.9925	strong
the event attracts tourists and participants from all areas of the california coast washington and oregon	the event draws tourists and participants from all areas of the oregon coast washington and california	0	0.9701	strong
this course will be offered again in 2013 for younger dunghutti adults and a certificate 2 course will be designed for a test run in 2014	this course will be offered for younger dunghutti adults in 2013 and a certificate 2 course will be conceived for a test run in 2014	1	0.9832	strong
they had five children besides quintin juan phillip willie patrick and lucy	they had five children alongside quintin lucy phillip juan patrick and willie	1	0.9816	strong
the finished product has been marketed in europe and australia as ufo enemy unknown and in north america as xcom ufo defense	the finished product was marketed as ufo enemy unknown in europe and australia and as xcom ufo defense in north america	1	0.9743	strong
in october 2015 shuli mualem resigned from the knesset in order to allow bennett to take over his seat	in october 2015 shuli mualem resigned from the knesset in order to allow bennett to take his seat	1	0.9986	strong
the texas entrepreneur nick kennedy who founded rise will work for surf air as president of the dallas and southeast region	dallas entrepreneur nick kennedy who founded rise will serve as president of the texas and southeast region for surf air	0	0.9824	strong
it is found in southern europe and western north africa	it is being found in southern north africa and western europe	0	0.9782	strong
baarrooble is a city in the central hiran region of somalia	baarrooble is a town in the central region of somalia of hiran	0	0.9856	strong
billboard wrote about the song you catch the beat now know the groove	about the song billboard wrote you know the beat now you catch the groove	0	0.9735	strong
the orbital data is consistent with the secondary component of either a white dwarf or a red dwarf star	the orbital data are consistent with the secondary component either a red dwarf or a white dwarf star	1	0.9867	strong
bessie married parnell john parnell daughter of john peter featherston county wicklow ireland in 1871	in 1871 bessie parnell married john parnell daughter of john peter featherston of county wicklow ireland	1	0.9734	strong
morris township is located in the 25th congressional district and is part of the 11th state legislative district of new jersey	morris township is located in the 25th congressional district and is part of new jersey s 11th state legislative district	1	0.998	strong
thomas thomas kane s first memorable encounter with elizabeth wood was at six years old when he was twenty	thomas kane s first memorable encounter with elizabeth wood was at six years old when he was twenty	1	0.9787	strong
caa is not affiliated with the automobile protection agency or consumer groups such as the dominion automobile association	the caa is not connected with the automobile protection agency or consumer groups such as the dominion automobile association	1	0.9743	strong
although the two sections appear in full text in modern editions chapter x has also been published separately both as a separate book and in collections	although the two sections appear in the full text in modern editions chapter x has also been published separately both as a separate book and in collections	1	0.9986	strong
in march 2009 marco pierre white whom claudia winkleman described as naturally funny was confirmed as a new host	in march 2009 claudia winkleman whom marco pierre white has described as naturally funny was confirmed as the new host	0	0.9902	strong
the locality was named after england in dovercourt the native home of an early postmaster	the locality was named after dovercourt in england the home of an early postmaster	0	0.9766	strong
